Driver,Age,AnnualSalary
1717,35,47832.38
1718,60,49296.5
1719,33,43629.44
1720,58,44271.08
1721,47,41063.39
1722,51,48984.5
1723,41,43733.06
1724,26,44877.14
1725,50,47086.33
1726,54,47721.78
1727,43,49610.45
1728,43,44685.25
1729,25,48607.84
1730,38,47623.72
1731,53,48045.3
1732,55,45051.07
1733,32,40450.86
1734,31,41636.27
1735,48,48159.83
1736,50,48888.14
1737,56,47160.68
1738,46,44549.7
1739,34,44640.18
1740,36,48951.25
1741,44,44653.01
1742,51,45439.04
1743,39,45491.31
1744,47,41357.94
1745,39,41773.56
1746,30,42064.9
1747,42,46361.69
1748,30,41888.04
1749,29,44609.62
1750,34,43692.75
1751,42,47464.37
1752,56,44853.92
1753,40,40844.12
1754,35,46389.39
1755,31,42579.51
1756,32,42290.43
1757,59,45338.13
1758,31,48525.07
1759,47,48639.48
1760,39,42363.04
1761,40,47597.38
1762,51,46856.71
1763,29,45495.03
1764,33,42063.14
1765,41,40810.69
1766,59,44090.36
1767,36,43522.97
1768,44,48154.91
1769,25,40318.25
1770,26,41000.55
1771,26,41333.55
1772,49,44547.93
1773,50,44110.89
1774,34,48811.48
1775,50,46276.25
1776,59,42119.66
1777,58,41507.84
1778,59,46636.31
1779,29,44460.16
1780,26,40729.96
1781,50,49778.38
1782,56,49693.1
1783,28,40520.26
1784,41,42660.75
1785,30,40869.78
1786,48,45130.46
1787,57,42476.89
1788,60,46385.64
1789,25,49604.98
1790,47,46784.6
1791,27,47669.03
1792,58,49911.01
1793,36,48823.66
1794,39,41363.82
1795,29,45132.64
1796,48,46467.15
1797,53,48214.8
1798,48,49876.74
1799,32,43983.87
1800,55,49618.9
1801,45,48792.84
1802,33,42584.62
1803,33,44509.4
1804,45,48083.55
1805,51,49649.82
1806,26,49976.66
1807,51,46359.08
1808,31,40431.06
1809,54,48614.07
1810,42,42768.69
1811,30,48828.63
1812,32,48211.02
1813,32,42718.69
1814,39,43811.37
1815,35,45371.48
1816,46,46771.84
1817,26,42932.77
1818,54,42096.98
1819,35,46262.66
1820,44,40766.61
1821,34,42330.97
1822,38,41387.27
1823,33,44131.05
1824,35,47198.32
1825,53,42383.11
1826,37,48905.68
1827,52,41758.86
1828,34,49814.04
1829,31,45222.05
1830,47,42264.88
1831,49,46372.86
1832,27,46587.14
1833,54,44833.78
1834,36,42400.38
1835,45,41404.96
1836,25,45406.6
1837,48,43753.0
1838,45,43792.71
1839,44,40014.21
1840,36,42898.4
1841,48,45398.77
1842,25,46283.83
1843,35,48038.74
1844,49,43344.64
1845,48,44405.47
1846,39,41339.68
1847,48,47216.06
1848,57,44093.53
1849,33,47849.8
1850,50,45347.83
1851,39,49629.08
1852,44,40992.64
1853,30,48550.6
1854,29,40300.95
1855,34,41113.17
1856,38,49505.7
1857,31,45348.96
1858,42,44535.98
1859,60,43524.95
1860,60,43261.29
1861,36,47502.55
1862,53,41838.22
1863,41,43353.38
1864,40,45847.59
1865,44,44386.26
1866,57,48463.37
1867,29,44526.49
1868,50,40899.73
1869,38,42053.45
1870,28,44762.53
1871,36,45424.15
1872,35,47224.11
1873,50,45088.06
1874,33,44311.74
1875,32,43747.68
1876,42,47168.1
1877,39,47156.75
1878,50,48590.78
1879,52,48622.14
1880,57,49769.13
1881,47,47078.72
1882,26,48916.66
1883,25,40945.57
1884,30,41714.51
1885,53,48719.68
1886,46,49847.1
1887,37,43997.77
1888,26,48160.69
1889,56,49253.15
1890,53,40888.18
1891,41,41205.72
1892,26,43242.19
1893,48,49466.84
1894,30,46131.38
1895,58,46862.23
1896,42,43355.87
1897,42,47519.95
1898,25,48528.98
1899,47,48918.84
1900,50,46141.5
1901,56,43875.47
1902,52,44014.24
1903,47,47186.2
1904,53,40645.26
1905,46,42014.37
1906,37,41382.15
1907,37,47165.95
1908,53,42966.83
1909,48,40744.14
1910,35,46781.17
1911,50,44538.99
1912,32,40068.26
1913,39,45366.93
1914,25,46851.76
1915,36,41061.61
1916,56,44845.88
1917,59,43510.05
1918,36,49015.29
1919,47,44133.19
1920,45,49425.39
1921,55,45960.88
1922,59,40481.18
1923,32,48346.03
1924,43,41255.8
1925,30,40541.3
1926,42,46997.53
1927,31,45412.98
1928,52,46552.92
1929,36,45235.26
1930,37,41680.13
1931,59,48415.2
1932,32,40820.22
1933,29,47102.87
1934,50,44893.07
1935,29,49266.26
1936,47,46747.54
1937,30,49558.07
1938,27,45284.44
1939,43,46761.04
1940,40,40072.2
1941,48,40344.65
1942,32,49644.82
1943,47,47752.95
1944,43,48416.2
1945,36,40234.06
1946,57,45272.75
1947,40,43142.71
1948,27,45389.55
1949,44,45458.24
1950,49,43361.01
1951,44,45065.23
1952,55,40155.75
1953,54,41059.65
1954,26,47952.24
1955,35,42111.69
1956,35,42392.32
1957,36,49225.88
1958,59,43523.59
1959,45,40898.53
1960,43,40572.99
1961,54,43647.28
1962,25,46186.88
1963,52,43883.39
1964,41,44027.45
1965,31,44196.36
1966,29,48174.32
1967,29,42023.37
1968,39,48469.54
1969,34,48473.95
1970,47,49926.76
1971,45,44549.87
1972,41,44985.55
1973,28,45803.09
1974,42,45549.16
1975,44,43102.43
1976,35,40151.49
1977,40,47152.32
1978,25,41408.15
1979,47,43325.42
1980,44,46503.34
1981,32,47856.65
1982,30,47773.09
1983,51,41427.65
1984,50,43726.76
1985,39,41078.41
1986,25,41587.61
1987,49,42694.55
1988,53,41332.96
1989,53,43550.76
1990,37,45405.3
1991,28,41173.59
1992,39,40535.86
1993,46,46307.18
1994,28,43890.1
1995,35,42731.35
1996,51,47285.45
1997,26,43867.85
1998,52,47421.94
1999,42,46827.2
2000,47,40347.36
2001,27,40778.05
2002,39,42230.07
2003,49,48666.55
2004,47,44265.37
2005,35,40961.64
2006,27,47233.2
2007,47,45209.04
2008,48,42518.9
2009,54,48337.37
2010,58,42577.07
2011,37,44680.65
2012,33,43607.59
2013,40,41671.79
2014,57,43966.53
2015,53,40593.06
2016,40,43499.43
2017,25,45952.26
2018,58,49707.71
2019,45,44640.88
2020,46,40276.81
2021,33,44014.84
2022,48,44975.11
2023,38,49731.64
2024,43,42271.54
2025,51,41170.29
2026,29,49101.65
2027,31,44411.62
2028,37,41225.02
2029,36,42500.69
2030,32,46498.77
2031,30,41509.43
2032,28,42448.41
2033,51,41758.06
2034,36,45867.58
2035,42,45899.37
2036,53,45974.46
2037,37,48528.92
2038,49,47256.89
2039,53,41492.22
2040,44,42920.84
2041,43,45696.92
2042,29,45864.55
2043,29,44938.66
2044,30,47785.33
2045,49,43597.01
2046,41,46027.17
2047,32,42390.73
2048,32,40057.02
2049,48,46846.01
2050,55,49496.23
2051,30,42530.04
2052,37,44224.75
2053,25,48504.72
2054,50,45199.41
2055,55,44460.49
2056,27,40653.3
2057,37,48284.93
2058,58,47080.86
2059,45,45263.16
2060,33,47129.46
2061,35,47759.62
2062,45,45993.44
2063,53,44275.77
2064,57,43409.33
2065,27,48290.84
2066,40,43617.34
2067,37,49411.46
2068,46,47937.13
2069,39,45265.44
2070,45,46900.63
2071,40,44411.6
2072,58,46155.3
2073,33,44203.07
2074,45,40060.27
2075,53,43358.39
2076,60,47069.86
2077,57,44194.45
2078,39,40654.35
2079,47,45294.07
2080,31,40439.46
2081,29,43632.14
2082,29,48558.87
2083,55,49767.41
2084,50,41473.63
2085,35,47676.57
2086,56,40562.84
2087,57,42873.24
2088,28,49354.46
2089,39,41865.01
2090,60,41613.17
2091,40,42018.16
2092,34,41320.67
2093,50,42698.4
2094,28,49518.29
2095,55,45087.38
2096,59,44976.43
2097,30,47731.66
2098,50,47349.02
2099,39,48872.52
2100,49,42633.47
2101,57,45694.97
2102,41,45060.94
2103,25,40982.84
2104,58,46555.3
2105,25,46048.72
2106,33,40411.47
2107,36,45504.41
2108,40,40065.27
2109,52,47385.3
2110,54,41442.91
2111,35,45239.04
2112,27,44650.6
2113,53,48103.24
2114,36,43018.86
2115,46,45917.38
2116,35,48649.46
2117,35,44875.93
2118,29,42151.73
2119,47,41965.37
2120,46,49172.19
2121,45,44160.55
2122,59,44762.79
2123,49,43798.06
2124,32,49209.41
2125,48,49324.46
2126,39,42387.7
2127,52,49318.37
2128,51,44039.16
2129,59,40221.01
2130,44,41465.68
2131,44,46695.58
2132,27,42173.7
2133,29,40541.57
2134,25,40371.43
2135,45,42264.56
2136,32,42202.74
2137,30,44282.08
2138,44,48219.93
2139,40,40029.0
2140,47,48271.02
2141,54,42779.87
2142,37,48059.58
2143,52,46475.42
2144,54,47938.61
2145,27,41187.41
2146,32,47088.18
2147,48,44959.12
2148,52,42742.75
2149,58,44496.46
2150,30,46105.48
2151,27,41696.77
2152,34,43532.23
2153,31,45999.8
2154,35,41988.6
2155,46,40797.9
2156,59,45530.01
2157,46,44076.57
2158,52,43159.74
2159,50,43171.41
2160,57,49974.24
2161,44,44544.5
2162,37,40725.2
2163,45,47685.39
2164,33,41586.38
2165,51,40488.82
2166,49,47070.85
2167,48,49225.44
2168,27,42776.88
2169,31,41203.53
2170,43,45198.79
2171,45,45139.28
2172,35,40873.04
2173,35,45281.19
2174,40,49107.17
2175,33,46015.93
2176,49,41896.6
2177,45,43521.46
2178,58,42872.36
2179,55,40950.8
2180,45,41413.6
2181,35,41278.13
2182,25,43583.9
2183,26,42217.09
2184,35,47029.58
2185,31,43179.78
2186,48,49280.14
2187,47,49667.08
2188,45,46588.32
2189,54,47309.16
2190,58,41348.21
2191,54,47068.74
2192,43,45228.25
2193,53,49392.19
2194,32,42775.08
2195,27,41596.7
2196,31,42984.96
2197,53,43484.91
2198,26,48462.57
2199,50,47825.71
2200,38,40200.68
2201,27,41526.09
2202,57,49969.67
2203,60,46933.96
2204,54,41205.2
2205,39,44832.81
2206,54,40394.36
2207,42,43928.66
2208,49,48644.01
2209,37,40878.92
2210,37,46976.19
2211,28,40876.33
2212,25,48052.11
2213,37,41858.49
2214,25,46035.14
2215,55,47459.54
2216,50,48982.96
2217,30,48224.59
2218,56,40618.74
2219,44,49761.13
2220,48,42274.51
2221,45,43213.17
2222,46,47793.05
2223,28,47793.07
2224,37,47935.77
2225,53,41079.94
2226,29,45793.75
2227,56,48884.39
2228,44,45195.36
2229,55,41790.05
2230,56,40546.8
2231,31,47967.51
2232,57,49415.25
2233,28,45136.17
2234,37,45946.91
2235,58,46334.84
2236,44,44621.85
2237,34,49392.64
2238,41,43463.24
2239,36,40900.93
2240,60,42919.28
2241,40,48954.22
2242,35,49551.7
2243,49,48745.96
2244,29,48639.41
2245,27,47996.68
2246,44,49743.03
2247,28,41603.59
2248,32,42776.28
2249,50,41357.93
2250,38,41880.44
2251,38,41036.77
2252,42,45852.73
2253,41,42415.35
2254,32,49817.86
2255,37,40683.28
2256,36,49401.7
2257,38,41929.81
2258,57,42333.97
2259,26,49238.27
2260,39,45312.91
2261,28,41204.41
2262,42,47306.58
2263,36,49389.38
2264,45,49286.77
2265,25,47467.57
2266,45,48817.37
2267,29,49334.65
2268,50,46818.59
2269,48,44455.31
2270,44,45164.75
2271,52,43513.03
2272,30,43724.08
2273,37,49107.41
2274,29,43795.28
2275,25,49817.1
2276,43,43721.14
2277,47,48046.3
2278,34,42622.39
2279,59,43609.41
2280,43,45725.73
2281,34,45904.29
2282,48,45771.5
2283,51,43454.24
2284,41,43052.31
2285,28,40723.78
2286,47,40940.62
2287,35,42462.35
2288,55,45429.94
2289,48,45926.39
2290,33,41065.61
2291,40,43691.97
2292,30,42193.63
2293,56,42572.92
2294,47,47294.19
2295,46,46006.99
2296,52,40041.22
2297,36,46092.54
2298,31,47504.22
2299,37,43977.29
2300,44,46442.35
2301,28,40391.19
2302,36,42502.62
2303,43,49611.06
2304,42,49438.56
2305,56,46882.15
2306,43,42678.87
2307,42,42181.9
2308,45,40684.37
2309,41,46139.67
2310,27,43356.51
2311,57,42891.43
2312,60,42461.55
2313,30,49002.67
2314,51,41877.11
2315,35,45959.51
2316,52,47833.63
2317,26,43055.64
2318,29,49928.13
2319,50,40069.08
2320,49,48156.74
2321,53,49841.59
2322,42,46974.94
2323,29,49579.06
2324,44,44070.7
2325,58,45589.44
2326,58,43199.92
2327,25,42801.72
2328,42,48809.73
2329,39,41513.74
2330,51,48720.01
2331,59,44773.1
2332,47,44556.79
2333,27,43967.97
2334,55,42082.1
2335,29,49836.69
2336,36,49089.91
2337,28,42608.81
2338,37,40698.57
2339,38,41645.75
2340,41,48782.32
2341,35,40444.01
2342,53,47553.45
2343,35,40271.09
2344,27,42317.99
2345,29,49220.38
2346,51,45281.84
2347,30,42854.51
2348,27,43160.48
2349,34,45260.29
2350,57,42568.43
2351,54,49323.57
2352,52,43177.26
2353,52,44312.98
2354,33,49058.07
2355,27,43809.15
2356,59,49018.62
2357,39,41296.25
2358,33,49400.13
2359,43,41241.05
2360,26,43980.04
2361,47,49573.74
2362,57,45147.56
2363,58,44968.07
2364,38,42783.91
2365,59,43285.56
2366,40,41757.14
2367,59,45650.11
2368,41,42011.62
2369,38,48464.74
2370,54,48766.63
2371,58,45434.79
2372,48,46762.3
2373,47,47096.04
2374,44,47774.49
2375,56,49005.0
2376,50,46720.55
2377,57,40508.53
2378,43,49341.46
2379,35,48181.67
2380,50,48748.88
2381,25,42582.64
2382,42,49510.5
2383,30,47660.49
2384,50,41855.27
2385,43,45720.85
2386,41,41953.04
2387,29,48382.22
2388,60,46374.35
2389,32,40882.57
2390,39,43509.35
2391,41,48791.7
2392,46,41612.52
2393,29,49747.04
2394,54,44980.77
2395,45,41866.64
2396,59,44528.36
2397,59,42984.53
2398,51,40282.71
2399,35,48341.11
2400,42,42228.99
2401,45,46884.65
2402,36,44455.46
2403,57,48313.05
2404,28,47722.66
2405,41,43191.04
2406,54,49786.01
2407,33,43688.01
2408,50,43018.66
2409,32,44871.96
2410,37,49306.03
2411,42,41055.77
2412,47,40821.6
2413,26,43993.56
2414,27,45264.64
2415,49,44149.75
2416,39,45024.79
2417,42,48874.62
2418,51,40430.83
2419,36,47619.07
2420,41,44063.07
2421,31,47345.8
2422,56,45022.77
2423,57,41289.58
2424,36,46291.17
2425,27,45432.01
2426,60,49661.14
2427,39,44917.94
2428,27,40194.8
2429,45,43981.81
2430,40,46921.44
2431,33,47013.8
2432,40,46113.88
2433,52,41237.87
2434,55,45257.04
2435,29,41831.99
2436,39,48553.21
2437,26,41119.18
2438,31,41454.49
2439,29,41126.07
2440,32,42587.88
2441,45,40298.66
2442,47,49629.33
2443,39,44525.6
2444,56,40637.67
2445,59,46866.1
2446,46,40827.3
2447,45,44443.17
2448,45,41113.22
2449,50,43689.63
2450,33,43971.12
2451,50,42502.19
2452,25,47149.75
2453,52,46486.24
2454,53,49021.98
2455,40,49878.56
2456,58,49027.93
2457,30,49683.72
2458,48,40880.27
2459,43,46031.23
2460,47,41057.62
2461,45,42377.09
2462,38,40060.11
2463,35,47786.15
2464,42,45362.99
2465,25,45076.27
2466,56,42336.38
2467,53,49302.86
2468,57,44308.12
2469,39,47263.17
2470,43,47598.18
2471,54,41161.55
2472,42,49226.41
2473,60,41532.61
2474,26,49081.19
2475,44,42437.8
2476,28,42967.64
2477,25,46291.16
2478,35,48027.94
2479,45,48440.35
2480,42,42706.86
2481,58,41375.5
2482,31,44792.75
2483,53,42908.62
2484,56,44989.67
2485,26,43039.06
2486,43,40379.3
2487,26,40203.52
2488,39,47077.01
2489,40,49243.11
2490,37,46163.74
2491,44,40507.48
2492,44,45706.23
2493,31,47960.72
2494,34,49605.95
2495,34,49094.04
2496,33,44603.89
2497,44,47858.26
2498,34,41383.62
2499,25,46750.52
2500,45,42249.72
2501,41,41559.22
2502,34,47410.99
2503,42,41377.82
2504,55,45645.35
2505,35,45850.64
2506,37,44690.52
2507,51,44192.75
2508,37,43754.73
2509,50,42208.91
2510,45,42650.91
2511,60,45039.37
2512,51,48228.35
2513,42,48612.8
2514,32,45009.13
2515,29,45040.47
2516,41,49009.62
2517,49,44944.19
2518,47,42317.93
2519,59,49814.77
2520,54,48314.83
2521,45,41019.91
2522,26,48244.95
2523,50,44074.01
2524,35,42802.47
2525,41,40725.86
2526,37,42447.24
2527,37,42516.47
2528,32,47498.2
2529,32,43642.58
2530,59,49553.72
2531,49,49149.3
2532,49,49026.76
2533,60,42761.33
2534,46,48500.27
2535,50,46904.01
2536,31,43452.54
2537,45,41052.5
2538,37,46259.33
2539,58,48551.51
2540,50,42920.16
2541,57,44514.24
2542,49,46639.44
2543,29,40161.45
2544,60,43667.11
2545,56,42070.89
2546,26,47584.43
2547,48,40221.37
2548,55,48564.28
2549,44,40755.05
2550,27,40798.02
2551,38,42833.94
2552,44,42233.67
2553,58,46234.56
2554,34,47667.05
2555,48,42505.07
2556,31,41445.8
2557,55,41349.09
2558,30,40736.68
2559,53,40590.82
2560,55,40647.37
2561,52,40959.11
2562,49,44502.44
2563,28,41835.29
2564,50,45396.6
2565,41,48090.18
2566,30,43265.62
2567,44,44796.22
2568,44,45046.43
2569,45,41845.39
2570,59,45421.16
2571,53,41699.18
2572,32,48474.86
2573,41,43104.02
2574,44,41564.1
2575,46,44381.94
2576,54,44952.28
2577,31,44942.91
2578,40,47201.89
2579,37,45231.06
2580,25,42519.4
2581,47,46047.94
2582,50,44141.91
2583,50,47991.29
2584,38,41666.79
2585,32,47753.83
2586,37,45036.4
2587,46,45313.37
2588,47,46326.07
2589,40,42769.63
2590,26,46838.27
2591,37,40917.1
2592,25,45148.75
2593,46,40825.96
2594,25,45094.86
2595,38,40067.63
2596,29,45829.71
2597,47,41115.1
2598,30,47011.74
2599,26,42786.63
2600,58,42378.63
2601,30,40488.68
2602,58,46928.86
2603,51,44003.14
2604,53,46138.32
2605,50,47947.84
2606,54,46557.7
2607,51,42453.64
2608,47,40338.19
2609,44,47899.79
2610,53,42567.27
2611,49,49431.58
2612,54,48527.28
2613,51,41251.29
2614,45,42493.18
2615,53,40118.71
2616,43,49913.41
2617,37,47921.15
2618,38,48668.06
2619,42,44141.17
2620,31,42041.61
2621,57,49403.07
2622,52,49740.68
2623,39,49420.2
2624,38,40593.4
2625,46,44176.18
2626,25,45087.44
2627,52,43841.57
2628,29,45792.24
2629,30,47223.48
2630,33,46697.39
2631,36,45126.97
2632,27,42798.19
2633,27,49846.97
2634,37,44920.97
2635,57,47949.92
2636,52,46057.21
2637,25,42502.1
2638,31,41820.49
2639,49,46713.52
2640,57,46111.53
2641,59,47722.32
2642,30,48174.25
2643,53,45341.29
2644,30,42543.23
2645,36,49778.28
2646,56,47903.63
2647,39,42877.51
2648,37,47315.57
2649,60,49500.06
2650,27,40756.09
2651,45,47057.61
2652,41,47034.14
2653,28,49884.07
2654,58,42457.7
2655,41,48181.93
2656,40,40148.27
2657,57,41124.91
2658,29,41682.19
2659,40,45166.47
2660,41,49426.8
2661,29,43416.54
2662,50,47443.09
2663,34,43669.25
2664,51,41098.56
2665,47,44961.57
2666,37,48060.53
2667,51,40886.38
2668,46,40150.7
2669,56,49558.39
2670,31,43829.33
2671,31,49151.4
2672,28,42926.34
2673,36,46770.6
2674,42,48282.31
2675,59,43511.28
2676,40,42484.72
2677,49,40783.9
2678,57,49266.84
2679,56,49542.41
2680,55,46260.62
2681,49,43173.79
2682,26,42992.16
2683,29,44043.7
2684,27,46419.91
2685,46,40160.0
2686,33,40149.16
2687,33,43465.31
2688,55,42459.28
2689,39,48604.56
2690,60,48886.21
2691,42,47355.83
2692,30,42087.3
2693,37,49566.61
2694,38,43822.93
2695,40,44939.65
2696,36,45002.48
2697,60,44155.66
2698,44,47512.03
2699,36,49596.41
2700,35,41339.24
2701,25,48019.25
2702,43,43180.12
2703,56,46174.95
2704,56,40197.29
2705,58,40527.02
2706,60,43657.16
2707,33,43224.78
2708,26,45420.85
2709,26,42229.27
2710,60,46951.17
2711,59,43386.9
2712,44,47135.17
2713,46,41392.35
2714,49,49753.9
2715,53,40927.46
2716,38,49354.97
2717,57,43165.72
2718,30,42211.91
2719,56,40619.23
2720,51,40073.67
2721,56,48767.94
2722,52,41217.87
2723,42,43797.46
2724,43,43742.84
2725,25,48067.35
2726,31,47119.82
2727,26,45817.58
2728,50,49505.66
2729,58,42681.98
2730,38,43695.69
2731,28,49395.63
2732,43,46666.25
2733,49,44130.5
2734,27,40218.9
2735,48,44047.19
2736,27,42004.23
2737,43,40914.26
2738,60,42237.75
2739,51,46476.35
2740,56,46820.98
2741,48,44548.13
2742,55,48235.52
2743,41,49227.59
2744,52,47441.68
2745,40,45284.15
2746,51,49854.26
2747,43,43880.97
2748,54,46722.74
2749,38,46520.1
2750,42,44988.89
2751,59,44185.61
2752,39,47210.99
2753,32,42382.38
2754,58,49572.03
2755,33,41135.54
2756,36,44790.09
2757,54,45000.75
2758,54,49955.27
2759,27,47763.52
2760,51,47625.6
2761,40,43877.34
2762,54,44802.66
2763,28,48110.18
2764,40,45145.36
2765,42,43031.84
2766,37,48156.83
2767,44,40931.43
2768,43,41274.0
2769,50,42597.05
2770,25,41982.76
2771,57,49726.76
2772,54,40735.81
2773,39,46808.64
2774,37,47142.19
2775,47,48965.55
2776,43,44619.53
2777,39,40735.5
2778,25,45218.17
2779,49,43008.31
2780,37,45409.12
2781,26,45831.33
2782,46,46022.3
2783,31,41219.01
2784,42,41601.34
2785,42,45001.86
2786,58,46098.07
2787,54,40324.92
2788,48,49752.06
2789,42,46498.84
2790,31,47539.54
2791,42,47707.57
2792,47,44765.96
2793,52,40976.31
2794,39,45257.96
2795,27,44186.46
2796,39,48936.15
2797,27,45080.27
2798,26,49105.88
2799,57,48963.53
2800,58,42774.29
2801,52,46211.35
2802,31,43269.52
2803,28,48024.12
2804,47,44589.59
2805,45,47979.1
2806,42,47812.55
2807,32,48057.58
2808,35,46646.96
2809,39,47943.16
2810,58,43995.05
2811,43,43111.81
2812,35,47183.1
2813,38,48773.98
2814,30,43992.33
2815,26,47666.57
2816,36,44062.17
2817,48,48615.68
2818,48,41800.0
2819,47,45517.81
2820,38,41799.6
2821,34,43764.5
2822,27,45385.88
2823,31,40006.86
2824,51,44434.11
2825,29,49858.71
2826,44,42696.73
2827,41,43447.6
2828,50,45695.05
2829,43,45361.37
2830,50,45477.84
2831,58,48292.64
2832,57,43403.99
2833,57,47774.15
2834,28,40553.04
2835,29,43750.81
2836,26,48339.63
2837,57,42292.87
2838,26,42060.98
2839,58,46054.98
2840,30,47506.41
2841,50,43252.39
2842,59,45964.24
2843,50,47864.02
2844,51,42169.89
2845,48,40007.6
2846,54,41444.12
2847,57,46127.63
2848,54,47752.08
2849,49,47441.46
2850,44,49480.21
2851,41,40825.78
2852,37,41745.36
2853,44,42601.29
2854,52,46531.0
2855,46,45196.34
2856,40,41570.15
2857,40,49793.64
2858,52,49800.47
2859,33,49805.88
2860,59,41897.96
2861,60,49135.18
2862,56,40240.35
2863,57,44551.29
2864,49,49352.56
2865,50,48682.7
2866,26,41312.47
2867,50,44862.31
2868,44,42304.57
2869,42,47490.49
2870,46,42509.56
2871,43,44704.6
2872,28,47141.88
2873,52,41843.28
2874,38,41866.43
2875,60,40839.06
2876,59,45607.22
2877,35,43658.15
2878,25,48087.74
2879,40,42658.11
2880,35,40911.69
2881,32,48871.07
2882,36,43642.43
2883,38,47856.53
2884,30,46294.94
2885,55,47456.89
2886,56,43564.31
2887,26,45281.57
2888,29,49683.03
2889,42,47764.89
2890,57,45991.7
2891,50,48395.94
2892,58,45534.47
2893,59,42686.49
2894,27,44080.81
2895,43,42753.27
2896,35,40327.69
2897,26,48371.82
2898,26,41608.52
2899,27,41765.88
2900,49,49552.82
2901,37,42570.36
2902,51,46291.42
2903,36,42689.89
2904,31,46639.17
2905,33,45231.4
2906,45,42465.98
2907,56,42888.92
2908,59,40866.52
2909,35,41075.76
2910,57,45226.54
2911,51,43706.33
2912,34,48436.92
2913,42,43275.92
2914,45,47603.36
2915,33,47769.41
2916,54,43262.4
2917,46,49648.96
2918,59,49945.37
2919,55,42203.38
2920,51,44500.32
2921,25,48380.69
2922,40,43929.78
2923,32,48635.51
2924,45,44835.88
2925,35,44624.85
2926,33,48281.51
2927,47,47311.22
2928,43,47407.9
2929,53,48942.78
2930,40,40066.87
2931,45,48526.38
2932,56,42079.35
2933,47,44015.56
2934,27,46013.25
2935,29,43841.94
2936,38,45140.44
2937,34,46769.77
2938,26,42277.53
2939,55,49296.11
2940,32,45882.71
2941,43,48652.49
2942,58,42637.62
2943,43,44745.09
2944,58,44545.98
2945,42,49983.04
2946,26,43024.68
2947,28,44145.31
2948,28,45120.86
2949,59,44630.54
2950,39,44887.35
2951,56,49411.44
2952,43,42419.43
2953,44,45797.31
2954,41,40820.25
2955,39,45499.3
2956,52,45740.43
2957,58,43392.02
2958,48,40734.0
2959,25,49521.74
2960,27,45241.61
2961,40,49400.11
2962,36,41980.27
2963,37,48683.77
2964,26,48394.03
2965,31,40749.27
2966,27,43781.38
2967,41,48952.25
2968,41,42944.82
2969,30,45214.39
2970,49,40543.34
2971,41,40794.66
2972,51,43793.77
2973,60,46934.51
2974,43,43635.63
2975,27,49151.77
2976,38,44293.03
2977,35,48639.76
2978,30,45234.62
2979,46,43093.26
2980,29,44425.54
2981,52,44313.48
2982,57,47625.83
2983,54,48621.53
2984,32,45297.62
2985,37,47960.96
2986,31,46460.34
2987,29,40909.52
2988,26,42466.72
2989,26,49675.4
2990,42,47180.88
2991,27,47078.7
2992,46,42796.48
2993,45,45358.95
2994,40,47545.18
2995,45,47098.34
2996,25,41415.29
2997,29,46205.95
2998,26,41481.07
2999,33,44851.46
3000,47,45360.14
3001,56,46157.85
3002,53,40947.75
3003,60,41298.33
3004,34,49095.69
3005,43,44849.3
3006,27,41501.85
3007,34,40369.74
3008,25,41952.52
3009,51,46012.26
3010,38,42912.46
3011,29,46955.21
3012,52,41637.16
3013,54,43130.21
3014,40,42233.27
3015,41,44775.6
3016,51,44592.25
3017,32,49600.5
3018,53,47229.81
3019,60,49085.83
3020,51,43823.2
3021,32,44880.09
3022,59,47852.77
3023,50,43460.6
3024,28,40120.7
3025,43,48389.08
3026,54,45786.19
3027,42,43688.29
3028,32,48470.38
3029,50,41646.23
3030,54,40984.76
3031,60,43371.87
3032,28,47122.44
3033,28,43823.91
3034,49,46973.18
3035,51,48608.97
3036,45,42102.35
3037,25,44225.2
3038,42,47777.38
3039,44,44960.01
3040,35,45255.64
3041,29,45360.23
3042,48,45344.36
3043,40,48106.67
3044,27,40476.78
3045,57,47874.94
3046,33,42868.44
3047,44,45726.67
3048,44,40586.66
3049,48,44492.98
3050,50,43049.64
3051,33,45091.14
3052,48,41362.11
3053,29,41198.54
3054,55,42465.15
3055,40,47538.84
3056,36,45680.17
3057,30,47352.39
3058,28,43626.29
3059,27,44227.26
3060,59,44912.72
3061,41,41555.08
3062,57,49074.33
3063,46,40562.83
3064,46,44373.8
3065,57,48638.28
3066,60,46041.57
3067,26,40868.4
3068,50,44948.37
3069,58,43589.03
3070,38,47851.54
3071,25,46132.43
3072,30,45962.82
3073,25,48651.58
3074,50,46437.84
3075,57,41346.72
3076,27,41736.52
3077,51,43252.24
3078,49,46640.78
3079,36,41432.15
3080,58,44944.7
3081,57,41406.54
3082,25,49768.23
3083,53,49490.76
3084,53,47540.05
3085,55,40787.77
3086,50,45954.09
3087,46,42513.71
3088,47,40455.91
3089,25,49494.32
3090,50,44650.72
3091,54,47393.14
3092,53,40974.91
3093,31,45467.0
3094,57,48083.14
3095,47,48576.8
3096,30,47380.29
3097,38,47801.53
3098,34,43646.71
3099,57,46420.63
3100,42,47156.34
3101,28,45678.18
3102,51,40095.68
3103,46,47477.93
3104,60,40306.76
3105,40,48355.24
3106,52,42745.4
3107,58,41222.33
3108,52,44771.38
3109,36,48293.93
3110,46,44207.75
3111,56,47841.51
3112,54,45176.58
3113,26,44976.02
3114,53,47984.81
